Reset report and wrote header to /home/ubuntu/.cache/nanochat/report/header.md

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA A100-SXM4-80GB | Peak FLOPS (BF16): 3.12e+14
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 80 (bf16 supported))
✓ Using Flash Attention 3, efficient, new and awesome.
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "SSSL"
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,088
scalars                 : 50
total                   : 286,261,730
Estimated FLOPs per token: 7.596959e+08
Auto-computed optimal batch size: 524,288 tokens
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Calculated number of iterations from target data:param ratio: 1,680
Total number of training tokens: 880,803,840
Tokens : Scaling params ratio: 8.00
Total training FLOPs estimate: 6.691431e+17
Tokens / micro-batch / rank: 64 x 2048 = 131,072
Tokens / micro-batch: 131,072
Total batch size 524,288 => gradient accumulation steps: 4
Step 00000 | Validation bpb: 3.176160
step 00000/01680 (0.00%) | loss: 10.397434 | lrm: 0.03 | dt: 20672.00ms | tok/sec: 25,362 | bf16_mfu: 6.18 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/01680 (0.06%) | loss: 10.384665 | lrm: 0.05 | dt: 2107.98ms | tok/sec: 248,715 | bf16_mfu: 60.56 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00002/01680 (0.12%) | loss: 10.362583 | lrm: 0.07 | dt: 2108.31ms | tok/sec: 248,676 | bf16_mfu: 60.55 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00003/01680 (0.18%) | loss: 10.329332 | lrm: 0.10 | dt: 2105.65ms | tok/sec: 248,991 | bf16_mfu: 60.63 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00004/01680 (0.24%) | loss: 10.280200 | lrm: 0.12 | dt: 2112.95ms | tok/sec: 248,131 | bf16_mfu: 60.42 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00005/01680 (0.30%) | loss: 10.209696 | lrm: 0.15 | dt: 2108.70ms | tok/sec: 248,630 | bf16_mfu: 60.54 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00006/01680 (0.36%) | loss: 10.104397 | lrm: 0.17 | dt: 2109.46ms | tok/sec: 248,541 | bf16_mfu: 60.52 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00007/01680 (0.42%) | loss: 9.948565 | lrm: 0.20 | dt: 2107.37ms | tok/sec: 248,787 | bf16_mfu: 60.58 | epoch: 1 pq: 0 rg: 7 | total time: 0.00m
step 00008/01680 (0.48%) | loss: 9.712181 | lrm: 0.23 | dt: 2105.58ms | tok/sec: 248,999 | bf16_mfu: 60.63 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00009/01680 (0.54%) | loss: 9.423348 | lrm: 0.25 | dt: 2102.60ms | tok/sec: 249,352 | bf16_mfu: 60.72 | epoch: 1 pq: 0 rg: 9 | total time: 0.00m
step 00010/01680 (0.60%) | loss: 9.112557 | lrm: 0.28 | dt: 2105.28ms | tok/sec: 249,034 | bf16_mfu: 60.64 | epoch: 1 pq: 0 rg: 10 | total time: 0.00m
step 00055/01680 (3.27%) | loss: 5.498829 | lrm: 1.00 | dt: 2108.03ms | tok/sec: 248,709 | bf16_mfu: 60.56 | epoch: 1 pq: 0 rg: 51 | total time: 1.58m | eta: 57.1m
step 00056/01680 (3.33%) | loss: 5.479446 | lrm: 1.00 | dt: 2110.33ms | tok/sec: 248,438 | bf16_mfu: 60.49 | epoch: 1 pq: 0 rg: 52 | total time: 1.62m | eta: 57.1m
step 00057/01680 (3.39%) | loss: 5.454323 | lrm: 1.00 | dt: 2104.47ms | tok/sec: 249,130 | bf16_mfu: 60.66 | epoch: 1 pq: 0 rg: 53 | total time: 1.65m | eta: 57.0m
step 00058/01680 (3.45%) | loss: 5.421565 | lrm: 1.00 | dt: 2107.07ms | tok/sec: 248,823 | bf16_mfu: 60.59 | epoch: 1 pq: 0 rg: 54 | total time: 1.69m | eta: 57.0m
step 00059/01680 (3.51%) | loss: 5.398403 | lrm: 1.00 | dt: 2109.40ms | tok/sec: 248,548 | bf16_mfu: 60.52 | epoch: 1 pq: 0 rg: 55 | total time: 1.72m | eta: 56.9m
step 00060/01680 (3.57%) | loss: 5.375829 | lrm: 1.00 | dt: 2107.21ms | tok/sec: 248,806 | bf16_mfu: 60.58 | epoch: 1 pq: 0 rg: 56 | total time: 1.76m | eta: 56.9m
step 00061/01680 (3.63%) | loss: 5.350736 | lrm: 1.00 | dt: 2103.57ms | tok/sec: 249,237 | bf16_mfu: 60.69 | epoch: 1 pq: 0 rg: 57 | total time: 1.79m | eta: 56.9m
step 00062/01680 (3.69%) | loss: 5.324929 | lrm: 1.00 | dt: 2110.70ms | tok/sec: 248,395 | bf16_mfu: 60.48 | epoch: 1 pq: 0 rg: 58 | total time: 1.83m | eta: 56.8m
step 00063/01680 (3.75%) | loss: 5.303436 | lrm: 1.00 | dt: 2111.90ms | tok/sec: 248,253 | bf16_mfu: 60.45 | epoch: 1 pq: 0 rg: 59 | total time: 1.86m | eta: 56.8m
step 00064/01680 (3.81%) | loss: 5.266826 | lrm: 1.00 | dt: 2110.89ms | tok/sec: 248,373 | bf16_mfu: 60.48 | epoch: 1 pq: 0 rg: 60 | total time: 1.90m | eta: 56.8m
step 00065/01680 (3.87%) | loss: 5.250182 | lrm: 1.00 | dt: 2111.65ms | tok/sec: 248,283 | bf16_mfu: 60.46 | epoch: 1 pq: 0 rg: 61 | total time: 1.93m | eta: 56.7m
step 00066/01680 (3.93%) | loss: 5.230240 | lrm: 1.00 | dt: 2108.64ms | tok/sec: 248,638 | bf16_mfu: 60.54 | epoch: 1 pq: 0 rg: 62 | total time: 1.97m | eta: 56.7m
step 00067/01680 (3.99%) | loss: 5.202680 | lrm: 1.00 | dt: 2115.96ms | tok/sec: 247,778 | bf16_mfu: 60.33 | epoch: 1 pq: 0 rg: 62 | total time: 2.00m | eta: 56.7m
step 00068/01680 (4.05%) | loss: 5.182360 | lrm: 1.00 | dt: 2110.85ms | tok/sec: 248,378 | bf16_mfu: 60.48 | epoch: 1 pq: 0 rg: 63 | total time: 2.04m | eta: 56.6m
step 00069/01680 (4.11%) | loss: 5.153818 | lrm: 1.00 | dt: 2111.68ms | tok/sec: 248,279 | bf16_mfu: 60.45 | epoch: 1 pq: 0 rg: 64 | total time: 2.07m | eta: 56.6m
step 00070/01680 (4.17%) | loss: 5.139578 | lrm: 1.00 | dt: 2111.96ms | tok/sec: 248,247 | bf16_mfu: 60.45 | epoch: 1 pq: 0 rg: 65 | total time: 2.11m | eta: 56.6m
step 00071/01680 (4.23%) | loss: 5.116766 | lrm: 1.00 | dt: 2111.48ms | tok/sec: 248,303 | bf16_mfu: 60.46 | epoch: 1 pq: 0 rg: 66 | total time: 2.14m | eta: 56.5m
step 00072/01680 (4.29%) | loss: 5.093614 | lrm: 1.00 | dt: 2110.83ms | tok/sec: 248,380 | bf16_mfu: 60.48 | epoch: 1 pq: 0 rg: 67 | total time: 2.18m | eta: 56.5m
step 00073/01680 (4.35%) | loss: 5.073359 | lrm: 1.00 | dt: 2108.81ms | tok/sec: 248,617 | bf16_mfu: 60.54 | epoch: 1 pq: 0 rg: 68 | total time: 2.21m | eta: 56.5m
step 00074/01680 (4.40%) | loss: 5.062103 | lrm: 1.00 | dt: 2108.91ms | tok/sec: 248,605 | bf16_mfu: 60.53 | epoch: 1 pq: 0 rg: 69 | total time: 2.25m | eta: 56.4m
step 00075/01680 (4.46%) | loss: 5.038401 | lrm: 1.00 | dt: 2112.87ms | tok/sec: 248,140 | bf16_mfu: 60.42 | epoch: 1 pq: 0 rg: 70 | total time: 2.28m | eta: 56.4m
step 00076/01680 (4.52%) | loss: 5.016446 | lrm: 1.00 | dt: 2113.14ms | tok/sec: 248,108 | bf16_mfu: 60.41 | epoch: 1 pq: 0 rg: 71 | total time: 2.32m | eta: 56.4m
step 00077/01680 (4.58%) | loss: 4.995105 | lrm: 1.00 | dt: 2111.43ms | tok/sec: 248,309 | bf16_mfu: 60.46 | epoch: 1 pq: 0 rg: 72 | total time: 2.35m | eta: 56.3m
step 00078/01680 (4.64%) | loss: 4.966437 | lrm: 1.00 | dt: 2117.68ms | tok/sec: 247,576 | bf16_mfu: 60.28 | epoch: 1 pq: 0 rg: 73 | total time: 2.39m | eta: 56.3m
step 00079/01680 (4.70%) | loss: 4.946840 | lrm: 1.00 | dt: 2113.14ms | tok/sec: 248,108 | bf16_mfu: 60.41 | epoch: 1 pq: 0 rg: 73 | total time: 2.43m | eta: 56.3m
step 00080/01680 (4.76%) | loss: 4.930547 | lrm: 1.00 | dt: 2114.22ms | tok/sec: 247,982 | bf16_mfu: 60.38 | epoch: 1 pq: 0 rg: 74 | total time: 2.46m | eta: 56.2m
step 00081/01680 (4.82%) | loss: 4.909697 | lrm: 1.00 | dt: 2109.88ms | tok/sec: 248,492 | bf16_mfu: 60.51 | epoch: 1 pq: 0 rg: 75 | total time: 2.50m | eta: 56.2m
step 00082/01680 (4.88%) | loss: 4.901642 | lrm: 1.00 | dt: 2107.45ms | tok/sec: 248,777 | bf16_mfu: 60.58 | epoch: 1 pq: 0 rg: 76 | total time: 2.53m | eta: 56.2m
step 00083/01680 (4.94%) | loss: 4.883886 | lrm: 1.00 | dt: 2111.91ms | tok/sec: 248,253 | bf16_mfu: 60.45 | epoch: 1 pq: 0 rg: 77 | total time: 2.57m | eta: 56.1m
step 00084/01680 (5.00%) | loss: 4.864411 | lrm: 1.00 | dt: 2118.60ms | tok/sec: 247,469 | bf16_mfu: 60.26 | epoch: 1 pq: 0 rg: 78 | total time: 2.60m | eta: 56.1m
step 00085/01680 (5.06%) | loss: 4.852186 | lrm: 1.00 | dt: 2111.72ms | tok/sec: 248,274 | bf16_mfu: 60.45 | epoch: 1 pq: 0 rg: 79 | total time: 2.64m | eta: 56.1m
step 00086/01680 (5.12%) | loss: 4.832803 | lrm: 1.00 | dt: 2109.64ms | tok/sec: 248,519 | bf16_mfu: 60.51 | epoch: 1 pq: 0 rg: 80 | total time: 2.67m | eta: 56.0m
step 00087/01680 (5.18%) | loss: 4.816085 | lrm: 1.00 | dt: 2110.08ms | tok/sec: 248,468 | bf16_mfu: 60.50 | epoch: 1 pq: 0 rg: 81 | total time: 2.71m | eta: 56.0m
step 00088/01680 (5.24%) | loss: 4.791890 | lrm: 1.00 | dt: 2111.63ms | tok/sec: 248,285 | bf16_mfu: 60.46 | epoch: 1 pq: 0 rg: 82 | total time: 2.74m | eta: 56.0m
step 00089/01680 (5.30%) | loss: 4.775572 | lrm: 1.00 | dt: 2112.18ms | tok/sec: 248,221 | bf16_mfu: 60.44 | epoch: 1 pq: 0 rg: 83 | total time: 2.78m | eta: 55.9m
step 00090/01680 (5.36%) | loss: 4.757329 | lrm: 1.00 | dt: 2113.28ms | tok/sec: 248,092 | bf16_mfu: 60.41 | epoch: 1 pq: 1 rg: 0 | total time: 2.81m | eta: 55.9m
step 00091/01680 (5.42%) | loss: 4.743475 | lrm: 1.00 | dt: 2111.56ms | tok/sec: 248,294 | bf16_mfu: 60.46 | epoch: 1 pq: 1 rg: 1 | total time: 2.85m | eta: 55.9m
step 00092/01680 (5.48%) | loss: 4.729518 | lrm: 1.00 | dt: 2114.22ms | tok/sec: 247,981 | bf16_mfu: 60.38 | epoch: 1 pq: 1 rg: 2 | total time: 2.88m | eta: 55.8m
step 00093/01680 (5.54%) | loss: 4.717657 | lrm: 1.00 | dt: 2108.32ms | tok/sec: 248,675 | bf16_mfu: 60.55 | epoch: 1 pq: 1 rg: 2 | total time: 2.92m | eta: 55.8m
step 00094/01680 (5.60%) | loss: 4.702252 | lrm: 1.00 | dt: 2109.93ms | tok/sec: 248,486 | bf16_mfu: 60.50 | epoch: 1 pq: 1 rg: 3 | total time: 2.95m | eta: 55.8m
step 00095/01680 (5.65%) | loss: 4.681501 | lrm: 1.00 | dt: 2113.36ms | tok/sec: 248,082 | bf16_mfu: 60.41 | epoch: 1 pq: 1 rg: 4 | total time: 2.99m | eta: 55.7m
step 00096/01680 (5.71%) | loss: 4.671218 | lrm: 1.00 | dt: 2115.02ms | tok/sec: 247,888 | bf16_mfu: 60.36 | epoch: 1 pq: 1 rg: 5 | total time: 3.02m | eta: 55.7m
step 00097/01680 (5.77%) | loss: 4.655490 | lrm: 1.00 | dt: 2109.32ms | tok/sec: 248,557 | bf16_mfu: 60.52 | epoch: 1 pq: 1 rg: 6 | total time: 3.06m | eta: 55.7m
step 00098/01680 (5.83%) | loss: 4.639694 | lrm: 1.00 | dt: 2107.95ms | tok/sec: 248,719 | bf16_mfu: 60.56 | epoch: 1 pq: 1 rg: 7 | total time: 3.09m | eta: 55.6m
step 00099/01680 (5.89%) | loss: 4.620995 | lrm: 1.00 | dt: 2111.55ms | tok/sec: 248,295 | bf16_mfu: 60.46 | epoch: 1 pq: 1 rg: 8 | total time: 3.13m | eta: 55.6m
